movieId,title,genres,movie_logo
74,Bed of Roses (1996),Drama|Romance,/movie_logo/115644.jpg
75,Big Bully (1996),Comedy|Drama,/movie_logo/115676.jpg
76,Screamers (1995),Action|Sci-Fi|Thriller,/movie_logo/114367.jpg
77,Nico Icon (1995),Documentary,/movie_logo/113973.jpg
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,/movie_logo/112744.jpg
79,"Juror, The (1996)",Drama|Thriller,/movie_logo/116731.jpg
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,/movie_logo/112445.jpg
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,/movie_logo/114660.jpg
82,Antonia's Line (Antonia) (1995),Comedy|Drama,/movie_logo/112379.jpg
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,/movie_logo/114039.jpg
85,Angels and Insects (1995),Drama|Romance,/movie_logo/112365.jpg
86,White Squall (1996),Action|Adventure|Drama,/movie_logo/118158.jpg
87,Dunston Checks In (1996),Children|Comedy,/movie_logo/116151.jpg
88,Black Sheep (1996),Comedy,/movie_logo/115697.jpg
89,Nick of Time (1995),Action|Thriller,/movie_logo/113972.jpg
92,Mary Reilly (1996),Drama|Horror|Thriller,/movie_logo/117002.jpg
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,/movie_logo/114825.jpg
94,Beautiful Girls (1996),Comedy|Drama|Romance,/movie_logo/115639.jpg
95,Broken Arrow (1996),Action|Adventure|Thriller,/movie_logo/115759.jpg
96,In the Bleak Midwinter (1995),Comedy|Drama,/movie_logo/113403.jpg
97,"Hate (Haine, La) (1995)",Crime|Drama,/movie_logo/113247.jpg
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,/movie_logo/113283.jpg
100,City Hall (1996),Drama|Thriller,/movie_logo/115907.jpg
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,/movie_logo/115734.jpg
102,Mr. Wrong (1996),Comedy,/movie_logo/117102.jpg
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,/movie_logo/118040.jpg
104,Happy Gilmore (1996),Comedy,/movie_logo/116483.jpg
105,"Bridges of Madison County, The (1995)",Drama|Romance,/movie_logo/112579.jpg
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,/movie_logo/110251.jpg
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,/movie_logo/117110.jpg
108,Catwalk (1996),Documentary,/movie_logo/112646.jpg
110,Braveheart (1995),Action|Drama|War,/movie_logo/112573.jpg
111,Taxi Driver (1976),Crime|Drama|Thriller,/movie_logo/75314.jpg
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,/movie_logo/113326.jpg
113,Before and After (1996),Drama|Mystery,/movie_logo/115645.jpg
116,Anne Frank Remembered (1995),Documentary,/movie_logo/112373.jpg
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,/movie_logo/115033.jpg
118,If Lucy Fell (1996),Comedy|Romance,/movie_logo/116606.jpg
119,"Steal Big, Steal Little (1995)",Comedy,/movie_logo/114536.jpg
121,"Boys of St. Vincent, The (1992)",Drama,/movie_logo/106473.jpg
122,Boomerang (1992),Comedy|Romance,/movie_logo/103859.jpg
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,/movie_logo/109424.jpg
125,Flirting With Disaster (1996),Comedy,/movie_logo/116324.jpg
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,/movie_logo/110647.jpg
128,Jupiter's Wife (1994),Documentary,/movie_logo/110217.jpg
129,Pie in the Sky (1996),Comedy|Romance,/movie_logo/114131.jpg
132,Jade (1995),Thriller,/movie_logo/113451.jpg
135,Down Periscope (1996),Comedy,/movie_logo/116130.jpg
137,Man of the Year (1995),Documentary,/movie_logo/113756.jpg
140,Up Close and Personal (1996),Drama|Romance,/movie_logo/118055.jpg
141,"Birdcage, The (1996)",Comedy,/movie_logo/115685.jpg
144,"Brothers McMullen, The (1995)",Comedy,/movie_logo/112585.jpg
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,/movie_logo/112442.jpg
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,/movie_logo/112342.jpg
147,"Basketball Diaries, The (1995)",Drama,/movie_logo/112461.jpg
148,"Awfully Big Adventure, An (1995)",Drama,/movie_logo/112427.jpg
149,Amateur (1994),Crime|Drama|Thriller,/movie_logo/109093.jpg
150,Apollo 13 (1995),Adventure|Drama|IMAX,/movie_logo/112384.jpg
151,Rob Roy (1995),Action|Drama|Romance|War,/movie_logo/114287.jpg
152,"Addiction, The (1995)",Drama|Horror,/movie_logo/112288.jpg
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,/movie_logo/112462.jpg
154,Beauty of the Day (Belle de jour) (1967),Drama,/movie_logo/61395.jpg
155,Beyond Rangoon (1995),Adventure|Drama|War,/movie_logo/112495.jpg
156,Blue in the Face (1995),Comedy|Drama,/movie_logo/112541.jpg
157,Canadian Bacon (1995),Comedy|War,/movie_logo/109370.jpg
158,Casper (1995),Adventure|Children,/movie_logo/112642.jpg
159,Clockers (1995),Crime|Drama|Mystery,/movie_logo/112688.jpg
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,/movie_logo/112715.jpg
161,Crimson Tide (1995),Drama|Thriller|War,/movie_logo/112740.jpg
162,Crumb (1994),Documentary,/movie_logo/109508.jpg
163,Desperado (1995),Action|Romance|Western,/movie_logo/112851.jpg
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,/movie_logo/112857.jpg
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,/movie_logo/112864.jpg
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,/movie_logo/112887.jpg
168,First Knight (1995),Action|Drama|Romance,/movie_logo/113071.jpg
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,/movie_logo/113114.jpg
170,Hackers (1995),Action|Adventure|Crime|Thriller,/movie_logo/113243.jpg
171,Jeffrey (1995),Comedy|Drama,/movie_logo/113464.jpg
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,/movie_logo/113481.jpg
173,Judge Dredd (1995),Action|Crime|Sci-Fi,/movie_logo/113492.jpg
174,Jury Duty (1995),Comedy,/movie_logo/113500.jpg
175,Kids (1995),Drama,/movie_logo/113540.jpg
176,Living in Oblivion (1995),Comedy,/movie_logo/113677.jpg
177,Lord of Illusions (1995),Horror,/movie_logo/113690.jpg
178,Love & Human Remains (1993),Comedy|Drama,/movie_logo/107447.jpg
179,Mad Love (1995),Drama|Romance,/movie_logo/113729.jpg
180,Mallrats (1995),Comedy|Romance,/movie_logo/113749.jpg
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,/movie_logo/113820.jpg
183,Mute Witness (1994),Comedy|Horror|Thriller,/movie_logo/110604.jpg
184,Nadja (1994),Drama,/movie_logo/110620.jpg
185,"Net, The (1995)",Action|Crime|Thriller,/movie_logo/113957.jpg
186,Nine Months (1995),Comedy|Romance,/movie_logo/113986.jpg
187,Party Girl (1995),Comedy,/movie_logo/114095.jpg
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,/movie_logo/114194.jpg
189,Reckless (1995),Comedy|Fantasy,/movie_logo/114241.jpg
190,Safe (1995),Thriller,/movie_logo/114323.jpg
191,"Scarlet Letter, The (1995)",Drama|Romance,/movie_logo/114345.jpg
193,Showgirls (1995),Drama,/movie_logo/114436.jpg
194,Smoke (1995),Comedy|Drama,/movie_logo/114478.jpg
195,Something to Talk About (1995),Comedy|Drama|Romance,/movie_logo/114496.jpg
196,Species (1995),Horror|Sci-Fi,/movie_logo/114508.jpg
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,/movie_logo/114558.jpg
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,/movie_logo/58450.jpg
201,Three Wishes (1995),Drama|Fantasy,/movie_logo/114663.jpg
202,Total Eclipse (1995),Drama|Romance,/movie_logo/114702.jpg
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,/movie_logo/114682.jpg
204,Under Siege 2: Dark Territory (1995),Action,/movie_logo/114781.jpg
205,Unstrung Heroes (1995),Comedy|Drama,/movie_logo/114798.jpg
206,Unzipped (1995),Documentary,/movie_logo/114805.jpg
207,"Walk in the Clouds, A (1995)",Drama|Romance,/movie_logo/114887.jpg
208,Waterworld (1995),Action|Adventure|Sci-Fi,/movie_logo/114898.jpg
209,White Man's Burden (1995),Drama,/movie_logo/114928.jpg
210,Wild Bill (1995),Western,/movie_logo/114938.jpg
211,"Browning Version, The (1994)",Drama,/movie_logo/109340.jpg
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,/movie_logo/112602.jpg
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,/movie_logo/111579.jpg
214,Before the Rain (Pred dozhdot) (1994),Drama|War,/movie_logo/110882.jpg
215,Before Sunrise (1995),Drama|Romance,/movie_logo/112471.jpg
216,Billy Madison (1995),Comedy,/movie_logo/112508.jpg
217,"Babysitter, The (1995)",Drama|Thriller,/movie_logo/112438.jpg
218,Boys on the Side (1995),Comedy|Drama,/movie_logo/112571.jpg
219,"Cure, The (1995)",Drama,/movie_logo/112757.jpg
220,Castle Freak (1995),Horror,/movie_logo/112643.jpg
222,Circle of Friends (1995),Drama|Romance,/movie_logo/112679.jpg
223,Clerks (1994),Comedy,/movie_logo/109445.jpg
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,/movie_logo/112883.jpg
225,Disclosure (1994),Drama|Thriller,/movie_logo/109635.jpg
227,Drop Zone (1994),Action|Thriller,/movie_logo/109676.jpg
228,Destiny Turns on the Radio (1995),Comedy,/movie_logo/112854.jpg
229,Death and the Maiden (1994),Drama|Thriller,/movie_logo/109579.jpg
230,Dolores Claiborne (1995),Drama|Thriller,/movie_logo/109642.jpg
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,/movie_logo/109686.jpg
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,/movie_logo/111797.jpg
233,Exotica (1994),Drama,/movie_logo/109759.jpg
234,Exit to Eden (1994),Comedy,/movie_logo/109758.jpg
235,Ed Wood (1994),Comedy|Drama,/movie_logo/109707.jpg
236,French Kiss (1995),Action|Comedy|Romance,/movie_logo/113117.jpg
237,Forget Paris (1995),Comedy|Romance,/movie_logo/113097.jpg
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,/movie_logo/113028.jpg
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,/movie_logo/113198.jpg
240,Hideaway (1995),Thriller,/movie_logo/113303.jpg
241,Fluke (1995),Children|Drama,/movie_logo/113089.jpg
242,Farinelli: il castrato (1994),Drama|Musical,/movie_logo/109771.jpg
243,Gordy (1995),Children|Comedy|Fantasy,/movie_logo/113199.jpg
246,Hoop Dreams (1994),Documentary,/movie_logo/110057.jpg
247,Heavenly Creatures (1994),Crime|Drama,/movie_logo/110005.jpg
248,Houseguest (1994),Comedy,/movie_logo/110066.jpg
249,Immortal Beloved (1994),Drama|Romance,/movie_logo/110116.jpg
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,/movie_logo/110006.jpg
251,"Hunted, The (1995)",Action,/movie_logo/113360.jpg
252,I.Q. (1994),Comedy|Romance,/movie_logo/110099.jpg
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,/movie_logo/110148.jpg
254,Jefferson in Paris (1995),Drama,/movie_logo/113463.jpg
255,"Jerky Boys, The (1995)",Comedy,/movie_logo/110189.jpg
256,Junior (1994),Comedy|Sci-Fi,/movie_logo/110216.jpg
257,Just Cause (1995),Mystery|Thriller,/movie_logo/113501.jpg
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,/movie_logo/113538.jpg
259,Kiss of Death (1995),Crime|Drama|Thriller,/movie_logo/113552.jpg
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,/movie_logo/76759.jpg
261,Little Women (1994),Drama,/movie_logo/110367.jpg
262,"Little Princess, A (1995)",Children|Drama,/movie_logo/113670.jpg
263,Ladybird Ladybird (1994),Drama,/movie_logo/110296.jpg
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,/movie_logo/103994.jpg
266,Legends of the Fall (1994),Drama|Romance|War|Western,/movie_logo/110322.jpg
267,Major Payne (1995),Comedy,/movie_logo/110443.jpg
269,My Crazy Life (Mi vida loca) (1993),Drama,/movie_logo/107566.jpg
270,Love Affair (1994),Drama|Romance,/movie_logo/110391.jpg
271,Losing Isaiah (1995),Drama,/movie_logo/113691.jpg
272,"Madness of King George, The (1994)",Comedy|Drama,/movie_logo/110428.jpg
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,/movie_logo/109836.jpg
274,Man of the House (1995),Comedy,/movie_logo/113755.jpg
275,Mixed Nuts (1994),Comedy,/movie_logo/110538.jpg
276,Milk Money (1994),Comedy|Romance,/movie_logo/110516.jpg
277,Miracle on 34th Street (1994),Drama,/movie_logo/110527.jpg
278,Miami Rhapsody (1995),Comedy,/movie_logo/113808.jpg
279,My Family (1995),Drama,/movie_logo/113896.jpg
280,Murder in the First (1995),Drama|Thriller,/movie_logo/113870.jpg
281,Nobody's Fool (1994),Comedy|Drama|Romance,/movie_logo/110684.jpg
282,Nell (1994),Drama,/movie_logo/110638.jpg
283,New Jersey Drive (1995),Crime|Drama,/movie_logo/113967.jpg
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,/movie_logo/117169.jpg
285,Beyond Bedlam (1993),Drama|Horror,/movie_logo/106402.jpg
287,Nina Takes a Lover (1994),Comedy|Romance,/movie_logo/110671.jpg
288,Natural Born Killers (1994),Action|Crime|Thriller,/movie_logo/110632.jpg
289,Only You (1994),Comedy|Romance,/movie_logo/110737.jpg
290,Once Were Warriors (1994),Crime|Drama,/movie_logo/110729.jpg
291,Poison Ivy II (1996),Drama|Thriller,/movie_logo/114151.jpg
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,/movie_logo/114069.jpg
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,/movie_logo/110413.jpg
294,"Perez Family, The (1995)",Comedy|Romance,/movie_logo/114113.jpg
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,/movie_logo/114210.jpg
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,/movie_logo/110912.jpg
298,Pushing Hands (Tui shou) (1992),Drama,/movie_logo/105652.jpg
299,Priest (1994),Drama,/movie_logo/110889.jpg
300,Quiz Show (1994),Drama,/movie_logo/110932.jpg
301,Picture Bride (Bijo photo) (1994),Drama|Romance,/movie_logo/114129.jpg
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,/movie_logo/110963.jpg
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,/movie_logo/114214.jpg
304,Roommates (1995),Comedy|Drama,/movie_logo/114296.jpg
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,/movie_logo/110907.jpg
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,/movie_logo/111495.jpg
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,/movie_logo/108394.jpg
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,/movie_logo/111507.jpg
310,Rent-a-Kid (1995),Comedy,/movie_logo/114268.jpg
311,Relative Fear (1994),Horror|Thriller,/movie_logo/110965.jpg
312,Stuart Saves His Family (1995),Comedy,/movie_logo/114571.jpg
313,"Swan Princess, The (1994)",Animation|Children,/movie_logo/111333.jpg
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,/movie_logo/111112.jpg
315,"Specialist, The (1994)",Action|Drama|Thriller,/movie_logo/111255.jpg
316,Stargate (1994),Action|Adventure|Sci-Fi,/movie_logo/111282.jpg
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,/movie_logo/111070.jpg
318,"Shawshank Redemption, The (1994)",Crime|Drama,/movie_logo/111161.jpg
319,Shallow Grave (1994),Comedy|Drama|Thriller,/movie_logo/111149.jpg
320,Suture (1993),Film-Noir|Thriller,/movie_logo/108260.jpg
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,/movie_logo/106966.jpg
322,Swimming with Sharks (1995),Comedy|Drama,/movie_logo/114594.jpg
324,"Sum of Us, The (1994)",Comedy|Drama,/movie_logo/111309.jpg
325,National Lampoon's Senior Trip (1995),Comedy,/movie_logo/113936.jpg
326,To Live (Huozhe) (1994),Drama,/movie_logo/110081.jpg
327,Tank Girl (1995),Action|Comedy|Sci-Fi,/movie_logo/114614.jpg
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,/movie_logo/114608.jpg
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,/movie_logo/111280.jpg
330,Tales from the Hood (1995),Action|Crime|Horror,/movie_logo/114609.jpg
331,Tom & Viv (1994),Drama,/movie_logo/111454.jpg
332,Village of the Damned (1995),Horror|Sci-Fi,/movie_logo/114852.jpg
333,Tommy Boy (1995),Comedy,/movie_logo/114694.jpg
334,Vanya on 42nd Street (1994),Drama,/movie_logo/111590.jpg
335,Underneath (1995),Mystery|Thriller,/movie_logo/114788.jpg
336,"Walking Dead, The (1995)",Drama|War,/movie_logo/114888.jpg
337,What's Eating Gilbert Grape (1993),Drama,/movie_logo/108550.jpg
338,Virtuosity (1995),Action|Sci-Fi|Thriller,/movie_logo/114857.jpg
339,While You Were Sleeping (1995),Comedy|Romance,/movie_logo/114924.jpg
340,"War, The (1994)",Adventure|Drama|War,/movie_logo/111667.jpg
341,Double Happiness (1994),Drama,/movie_logo/109655.jpg
342,Muriel's Wedding (1994),Comedy,/movie_logo/110598.jpg
343,"Baby-Sitters Club, The (1995)",Children,/movie_logo/112435.jpg
344,Ace Ventura: Pet Detective (1994),Comedy,/movie_logo/109040.jpg
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,/movie_logo/109045.jpg
346,Backbeat (1993),Drama|Musical,/movie_logo/106339.jpg
347,Bitter Moon (1992),Drama|Film-Noir|Romance,/movie_logo/104779.jpg
348,Bullets Over Broadway (1994),Comedy,/movie_logo/109348.jpg
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,/movie_logo/109444.jpg
350,"Client, The (1994)",Drama|Mystery|Thriller,/movie_logo/109446.jpg
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,/movie_logo/109484.jpg
352,Crooklyn (1994),Comedy|Drama,/movie_logo/109504.jpg
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,/movie_logo/109506.jpg
354,Cobb (1994),Drama,/movie_logo/109450.jpg
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,/movie_logo/109813.jpg
356,Forrest Gump (1994),Comedy|Drama|Romance|War,/movie_logo/109830.jpg
357,Four Weddings and a Funeral (1994),Comedy|Romance,/movie_logo/109831.jpg
358,Higher Learning (1995),Drama,/movie_logo/113305.jpg
359,I Like It Like That (1994),Comedy|Drama|Romance,/movie_logo/110091.jpg
360,I Love Trouble (1994),Action|Comedy,/movie_logo/110093.jpg
361,It Could Happen to You (1994),Comedy|Drama|Romance,/movie_logo/110167.jpg
362,"Jungle Book, The (1994)",Adventure|Children|Romance,/movie_logo/110213.jpg
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,/movie_logo/107472.jpg
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,/movie_logo/110357.jpg
365,Little Buddha (1993),Drama,/movie_logo/107426.jpg
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,/movie_logo/111686.jpg
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,/movie_logo/110475.jpg
368,Maverick (1994),Adventure|Comedy|Western,/movie_logo/110478.jpg
369,Mrs. Parker and the Vicious Circle (1994),Drama,/movie_logo/110588.jpg
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,/movie_logo/110622.jpg
371,"Paper, The (1994)",Comedy|Drama,/movie_logo/110771.jpg
372,Reality Bites (1994),Comedy|Drama|Romance,/movie_logo/110950.jpg
373,Red Rock West (1992),Thriller,/movie_logo/105226.jpg
374,Richie Rich (1994),Children|Comedy,/movie_logo/110989.jpg
376,"River Wild, The (1994)",Action|Thriller,/movie_logo/110997.jpg
377,Speed (1994),Action|Romance|Thriller,/movie_logo/111257.jpg
378,Speechless (1994),Comedy|Romance,/movie_logo/111256.jpg
379,Timecop (1994),Action|Sci-Fi|Thriller,/movie_logo/111438.jpg
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,/movie_logo/111503.jpg
381,When a Man Loves a Woman (1994),Drama|Romance,/movie_logo/111693.jpg
382,Wolf (1994),Drama|Horror|Romance|Thriller,/movie_logo/111742.jpg
383,Wyatt Earp (1994),Western,/movie_logo/111756.jpg
384,Bad Company (1995),Action|Crime|Drama,/movie_logo/112443.jpg
385,"Man of No Importance, A (1994)",Drama,/movie_logo/110455.jpg
386,S.F.W. (1994),Drama,/movie_logo/111048.jpg
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,/movie_logo/110399.jpg
388,Boys Life (1995),Drama,/movie_logo/112570.jpg
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,/movie_logo/109454.jpg
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,/movie_logo/59170.jpg
391,Jason's Lyric (1994),Crime|Drama,/movie_logo/110186.jpg
393,Street Fighter (1994),Action|Adventure|Fantasy,/movie_logo/111301.jpg
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,/movie_logo/110027.jpg
406,Federal Hill (1994),Drama,/movie_logo/109785.jpg
407,In the Mouth of Madness (1995),Horror|Thriller,/movie_logo/113409.jpg
408,8 Seconds (1994),Drama,/movie_logo/109021.jpg
409,Above the Rim (1994),Crime|Drama,/movie_logo/109035.jpg
410,Addams Family Values (1993),Children|Comedy|Fantasy,/movie_logo/106220.jpg
412,"Age of Innocence, The (1993)",Drama,/movie_logo/106226.jpg
413,Airheads (1994),Comedy,/movie_logo/109068.jpg
414,"Air Up There, The (1994)",Comedy,/movie_logo/109067.jpg
415,Another Stakeout (1993),Comedy|Thriller,/movie_logo/106292.jpg
416,Bad Girls (1994),Western,/movie_logo/109198.jpg
417,Barcelona (1994),Comedy|Romance,/movie_logo/109219.jpg
