movieId,title,genres,movie_logo
207,"Walk in the Clouds, A (1995)",Drama|Romance,114887.jpg
208,Waterworld (1995),Action|Adventure|Sci-Fi,114898.jpg
209,White Man's Burden (1995),Drama,114928.jpg
210,Wild Bill (1995),Western,114938.jpg
211,"Browning Version, The (1994)",Drama,109340.jpg
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,112602.jpg
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,111579.jpg
214,Before the Rain (Pred dozhdot) (1994),Drama|War,110882.jpg
215,Before Sunrise (1995),Drama|Romance,112471.jpg
216,Billy Madison (1995),Comedy,112508.jpg
217,"Babysitter, The (1995)",Drama|Thriller,112438.jpg
218,Boys on the Side (1995),Comedy|Drama,112571.jpg
219,"Cure, The (1995)",Drama,112757.jpg
220,Castle Freak (1995),Horror,112643.jpg
222,Circle of Friends (1995),Drama|Romance,112679.jpg
223,Clerks (1994),Comedy,109445.jpg
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,112883.jpg
225,Disclosure (1994),Drama|Thriller,109635.jpg
227,Drop Zone (1994),Action|Thriller,109676.jpg
228,Destiny Turns on the Radio (1995),Comedy,112854.jpg
229,Death and the Maiden (1994),Drama|Thriller,109579.jpg
230,Dolores Claiborne (1995),Drama|Thriller,109642.jpg
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,109686.jpg
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,111797.jpg
233,Exotica (1994),Drama,109759.jpg
234,Exit to Eden (1994),Comedy,109758.jpg
235,Ed Wood (1994),Comedy|Drama,109707.jpg
236,French Kiss (1995),Action|Comedy|Romance,113117.jpg
237,Forget Paris (1995),Comedy|Romance,113097.jpg
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,113028.jpg
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,113198.jpg
240,Hideaway (1995),Thriller,113303.jpg
241,Fluke (1995),Children|Drama,113089.jpg
242,Farinelli: il castrato (1994),Drama|Musical,109771.jpg
243,Gordy (1995),Children|Comedy|Fantasy,113199.jpg
246,Hoop Dreams (1994),Documentary,110057.jpg
247,Heavenly Creatures (1994),Crime|Drama,110005.jpg
248,Houseguest (1994),Comedy,110066.jpg
249,Immortal Beloved (1994),Drama|Romance,110116.jpg
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,110006.jpg
251,"Hunted, The (1995)",Action,113360.jpg
252,I.Q. (1994),Comedy|Romance,110099.jpg
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,110148.jpg
254,Jefferson in Paris (1995),Drama,113463.jpg
255,"Jerky Boys, The (1995)",Comedy,110189.jpg
256,Junior (1994),Comedy|Sci-Fi,110216.jpg
257,Just Cause (1995),Mystery|Thriller,113501.jpg
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,113538.jpg
259,Kiss of Death (1995),Crime|Drama|Thriller,113552.jpg
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759.jpg
261,Little Women (1994),Drama,110367.jpg
262,"Little Princess, A (1995)",Children|Drama,113670.jpg
263,Ladybird Ladybird (1994),Drama,110296.jpg
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,103994.jpg
266,Legends of the Fall (1994),Drama|Romance|War|Western,110322.jpg
267,Major Payne (1995),Comedy,110443.jpg
269,My Crazy Life (Mi vida loca) (1993),Drama,107566.jpg
270,Love Affair (1994),Drama|Romance,110391.jpg
271,Losing Isaiah (1995),Drama,113691.jpg
272,"Madness of King George, The (1994)",Comedy|Drama,110428.jpg
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,109836.jpg
274,Man of the House (1995),Comedy,113755.jpg
275,Mixed Nuts (1994),Comedy,110538.jpg
276,Milk Money (1994),Comedy|Romance,110516.jpg
277,Miracle on 34th Street (1994),Drama,110527.jpg
278,Miami Rhapsody (1995),Comedy,113808.jpg
279,My Family (1995),Drama,113896.jpg
280,Murder in the First (1995),Drama|Thriller,113870.jpg
281,Nobody's Fool (1994),Comedy|Drama|Romance,110684.jpg
282,Nell (1994),Drama,110638.jpg
283,New Jersey Drive (1995),Crime|Drama,113967.jpg
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,117169.jpg
285,Beyond Bedlam (1993),Drama|Horror,106402.jpg
287,Nina Takes a Lover (1994),Comedy|Romance,110671.jpg
288,Natural Born Killers (1994),Action|Crime|Thriller,110632.jpg
289,Only You (1994),Comedy|Romance,110737.jpg
290,Once Were Warriors (1994),Crime|Drama,110729.jpg
291,Poison Ivy II (1996),Drama|Thriller,114151.jpg
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,114069.jpg
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413.jpg
294,"Perez Family, The (1995)",Comedy|Romance,114113.jpg
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,114210.jpg
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912.jpg
298,Pushing Hands (Tui shou) (1992),Drama,105652.jpg
299,Priest (1994),Drama,110889.jpg
300,Quiz Show (1994),Drama,110932.jpg
301,Picture Bride (Bijo photo) (1994),Drama|Romance,114129.jpg
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,110963.jpg
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,114214.jpg
304,Roommates (1995),Comedy|Drama,114296.jpg
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,110907.jpg
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,111495.jpg
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,108394.jpg
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,111507.jpg
310,Rent-a-Kid (1995),Comedy,114268.jpg
311,Relative Fear (1994),Horror|Thriller,110965.jpg
312,Stuart Saves His Family (1995),Comedy,114571.jpg
313,"Swan Princess, The (1994)",Animation|Children,111333.jpg
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,111112.jpg
315,"Specialist, The (1994)",Action|Drama|Thriller,111255.jpg
316,Stargate (1994),Action|Adventure|Sci-Fi,111282.jpg
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,111070.jpg
318,"Shawshank Redemption, The (1994)",Crime|Drama,111161.jpg
319,Shallow Grave (1994),Comedy|Drama|Thriller,111149.jpg
320,Suture (1993),Film-Noir|Thriller,108260.jpg
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,106966.jpg
322,Swimming with Sharks (1995),Comedy|Drama,114594.jpg
324,"Sum of Us, The (1994)",Comedy|Drama,111309.jpg
325,National Lampoon's Senior Trip (1995),Comedy,113936.jpg
326,To Live (Huozhe) (1994),Drama,110081.jpg
327,Tank Girl (1995),Action|Comedy|Sci-Fi,114614.jpg
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,114608.jpg
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,111280.jpg
330,Tales from the Hood (1995),Action|Crime|Horror,114609.jpg
331,Tom & Viv (1994),Drama,111454.jpg
332,Village of the Damned (1995),Horror|Sci-Fi,114852.jpg
333,Tommy Boy (1995),Comedy,114694.jpg
334,Vanya on 42nd Street (1994),Drama,111590.jpg
335,Underneath (1995),Mystery|Thriller,114788.jpg
336,"Walking Dead, The (1995)",Drama|War,114888.jpg
337,What's Eating Gilbert Grape (1993),Drama,108550.jpg
338,Virtuosity (1995),Action|Sci-Fi|Thriller,114857.jpg
339,While You Were Sleeping (1995),Comedy|Romance,114924.jpg
340,"War, The (1994)",Adventure|Drama|War,111667.jpg
341,Double Happiness (1994),Drama,109655.jpg
342,Muriel's Wedding (1994),Comedy,110598.jpg
343,"Baby-Sitters Club, The (1995)",Children,112435.jpg
344,Ace Ventura: Pet Detective (1994),Comedy,109040.jpg
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,109045.jpg
346,Backbeat (1993),Drama|Musical,106339.jpg
347,Bitter Moon (1992),Drama|Film-Noir|Romance,104779.jpg
348,Bullets Over Broadway (1994),Comedy,109348.jpg
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,109444.jpg
350,"Client, The (1994)",Drama|Mystery|Thriller,109446.jpg
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,109484.jpg
352,Crooklyn (1994),Comedy|Drama,109504.jpg
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,109506.jpg
354,Cobb (1994),Drama,109450.jpg
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,109813.jpg
356,Forrest Gump (1994),Comedy|Drama|Romance|War,109830.jpg
357,Four Weddings and a Funeral (1994),Comedy|Romance,109831.jpg
358,Higher Learning (1995),Drama,113305.jpg
359,I Like It Like That (1994),Comedy|Drama|Romance,110091.jpg
360,I Love Trouble (1994),Action|Comedy,110093.jpg
361,It Could Happen to You (1994),Comedy|Drama|Romance,110167.jpg
362,"Jungle Book, The (1994)",Adventure|Children|Romance,110213.jpg
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,107472.jpg
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,110357.jpg
365,Little Buddha (1993),Drama,107426.jpg
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,111686.jpg
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,110475.jpg
368,Maverick (1994),Adventure|Comedy|Western,110478.jpg
369,Mrs. Parker and the Vicious Circle (1994),Drama,110588.jpg
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,110622.jpg
371,"Paper, The (1994)",Comedy|Drama,110771.jpg
372,Reality Bites (1994),Comedy|Drama|Romance,110950.jpg
373,Red Rock West (1992),Thriller,105226.jpg
374,Richie Rich (1994),Children|Comedy,110989.jpg
376,"River Wild, The (1994)",Action|Thriller,110997.jpg
377,Speed (1994),Action|Romance|Thriller,111257.jpg
378,Speechless (1994),Comedy|Romance,111256.jpg
379,Timecop (1994),Action|Sci-Fi|Thriller,111438.jpg
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,111503.jpg
381,When a Man Loves a Woman (1994),Drama|Romance,111693.jpg
382,Wolf (1994),Drama|Horror|Romance|Thriller,111742.jpg
383,Wyatt Earp (1994),Western,111756.jpg
384,Bad Company (1995),Action|Crime|Drama,112443.jpg
385,"Man of No Importance, A (1994)",Drama,110455.jpg
386,S.F.W. (1994),Drama,111048.jpg
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,110399.jpg
388,Boys Life (1995),Drama,112570.jpg
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,109454.jpg
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,59170.jpg
391,Jason's Lyric (1994),Crime|Drama,110186.jpg
393,Street Fighter (1994),Action|Adventure|Fantasy,111301.jpg
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,110027.jpg
406,Federal Hill (1994),Drama,109785.jpg
407,In the Mouth of Madness (1995),Horror|Thriller,113409.jpg
408,8 Seconds (1994),Drama,109021.jpg
409,Above the Rim (1994),Crime|Drama,109035.jpg
410,Addams Family Values (1993),Children|Comedy|Fantasy,106220.jpg
412,"Age of Innocence, The (1993)",Drama,106226.jpg
413,Airheads (1994),Comedy,109068.jpg
414,"Air Up There, The (1994)",Comedy,109067.jpg
415,Another Stakeout (1993),Comedy|Thriller,106292.jpg
416,Bad Girls (1994),Western,109198.jpg
417,Barcelona (1994),Comedy|Romance,109219.jpg
418,Being Human (1993),Drama,106379.jpg
419,"Beverly Hillbillies, The (1993)",Comedy,106400.jpg
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,109254.jpg
421,Black Beauty (1994),Adventure|Children|Drama,109279.jpg
422,Blink (1994),Thriller,109297.jpg
423,Blown Away (1994),Action|Thriller,109303.jpg
424,Blue Chips (1994),Drama,109305.jpg
425,Blue Sky (1994),Drama|Romance,109306.jpg
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,106452.jpg
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,106471.jpg
428,"Bronx Tale, A (1993)",Drama,106489.jpg
429,Cabin Boy (1994),Comedy,109361.jpg
430,Calendar Girl (1993),Comedy|Drama,106505.jpg
431,Carlito's Way (1993),Crime|Drama,106519.jpg
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,109439.jpg
433,Clean Slate (1994),Comedy,109443.jpg
434,Cliffhanger (1993),Action|Adventure|Thriller,106582.jpg
435,Coneheads (1993),Comedy|Sci-Fi,106598.jpg
436,Color of Night (1994),Drama|Thriller,109456.jpg
437,Cops and Robbersons (1994),Comedy,109480.jpg
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,109493.jpg
440,Dave (1993),Comedy|Romance,106673.jpg
441,Dazed and Confused (1993),Comedy,106677.jpg
442,Demolition Man (1993),Action|Adventure|Sci-Fi,106697.jpg
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,106834.jpg
445,Fatal Instinct (1993),Comedy,106873.jpg
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,106332.jpg
448,Fearless (1993),Drama,106881.jpg
449,Fear of a Black Hat (1994),Comedy,106880.jpg
450,With Honors (1994),Comedy|Drama,111732.jpg
451,Flesh and Bone (1993),Drama|Mystery|Romance,106926.jpg
452,Widows' Peak (1994),Drama,111712.jpg
453,For Love or Money (1993),Comedy|Romance,106941.jpg
454,"Firm, The (1993)",Drama|Thriller,106918.jpg
455,Free Willy (1993),Adventure|Children|Drama,106965.jpg
456,Fresh (1994),Crime|Drama|Thriller,109842.jpg
457,"Fugitive, The (1993)",Thriller,106977.jpg
458,Geronimo: An American Legend (1993),Drama|Western,107004.jpg
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,109890.jpg
460,Getting Even with Dad (1994),Comedy,109891.jpg
461,Go Fish (1994),Drama|Romance,109913.jpg
464,Hard Target (1993),Action|Adventure|Crime|Thriller,107076.jpg
466,Hot Shots! Part Deux (1993),Action|Comedy|War,107144.jpg
467,Live Nude Girls (1995),Comedy,113674.jpg
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,112966.jpg
469,"House of the Spirits, The (1993)",Drama|Romance,107151.jpg
470,House Party 3 (1994),Comedy,110064.jpg
471,"Hudsucker Proxy, The (1994)",Comedy,110074.jpg
472,I'll Do Anything (1994),Comedy|Drama,110097.jpg
473,In the Army Now (1994),Comedy|War,110123.jpg
474,In the Line of Fire (1993),Action|Thriller,107206.jpg
475,In the Name of the Father (1993),Drama,107207.jpg
476,"Inkwell, The (1994)",Comedy|Drama,110137.jpg
477,What's Love Got to Do with It? (1993),Drama|Musical,108551.jpg
478,Jimmy Hollywood (1994),Comedy|Crime|Drama,110197.jpg
479,Judgment Night (1993),Action|Crime|Thriller,107286.jpg
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,107290.jpg
481,Kalifornia (1993),Drama|Thriller,107302.jpg
482,Killing Zoe (1994),Crime|Drama|Thriller,110265.jpg
484,Lassie (1994),Adventure|Children,110305.jpg
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,107362.jpg
486,Life with Mikey (1993),Comedy,107413.jpg
487,Lightning Jack (1994),Comedy|Western,110353.jpg
488,M. Butterfly (1993),Drama|Romance,107468.jpg
489,Made in America (1993),Comedy,107478.jpg
490,Malice (1993),Thriller,107497.jpg
491,"Man Without a Face, The (1993)",Drama,107501.jpg
492,Manhattan Murder Mystery (1993),Comedy|Mystery,107507.jpg
493,Menace II Society (1993),Action|Crime|Drama,107554.jpg
494,Executive Decision (1996),Action|Adventure|Thriller,116253.jpg
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,74102.jpg
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,111689.jpg
497,Much Ado About Nothing (1993),Comedy|Romance,107616.jpg
499,Mr. Wonderful (1993),Comedy|Romance,107613.jpg
500,Mrs. Doubtfire (1993),Comedy|Drama,107614.jpg
501,Naked (1993),Drama,107653.jpg
502,"Next Karate Kid, The (1994)",Action|Children|Romance,110657.jpg
504,No Escape (1994),Action|Drama|Sci-Fi,110678.jpg
505,North (1994),Comedy,110687.jpg
506,Orlando (1992),Drama|Fantasy|Romance,107756.jpg
507,"Perfect World, A (1993)",Crime|Drama|Thriller,107808.jpg
508,Philadelphia (1993),Drama,107818.jpg
509,"Piano, The (1993)",Drama|Romance,107822.jpg
510,Poetic Justice (1993),Drama,107840.jpg
